recording_id,window_size,segment_idx,window_id,segment_id,source,start,end,speaker,local_start,local_end
R8007_M8010,30,0,R8007_M8010:30:0,final_0,final,30.0125,30.6725,2,0.0125,0.6725
R8007_M8010,30,0,R8007_M8010:30:0,final_1,final,30.0125,30.9325,1,0.0125,0.9325
R8007_M8010,30,0,R8007_M8010:30:0,final_2,final,30.0125,32.3325,0,0.0125,2.3325
R8007_M8010,30,0,R8007_M8010:30:0,final_3,final,31.4925,34.1325,2,1.4925,4.1325
R8007_M8010,30,0,R8007_M8010:30:0,final_4,final,31.7925,32.0125,1,1.7925,2.0125
R8007_M8010,30,0,R8007_M8010:30:0,final_5,final,33.3725,37.5125,1,3.3725,7.5125
R8007_M8010,30,0,R8007_M8010:30:0,final_6,final,34.3925,36.7925,0,4.3925,6.7925
R8007_M8010,30,0,R8007_M8010:30:0,final_7,final,36.1125,42.8125,2,6.1125,12.8125
R8007_M8010,30,0,R8007_M8010:30:0,final_8,final,40.3325,41.7125,0,10.3325,11.7125
R8007_M8010,30,0,R8007_M8010:30:0,final_9,final,40.4925,49.8925,1,10.4925,19.8925
R8007_M8010,30,0,R8007_M8010:30:0,final_10,final,43.3125,45.8525,0,13.3125,15.8525
R8007_M8010,30,0,R8007_M8010:30:0,final_11,final,44.3125,44.4925,2,14.3125,14.4925
R8007_M8010,30,0,R8007_M8010:30:0,final_12,final,45.2925,45.7325,2,15.2925,15.7325
R8007_M8010,30,0,R8007_M8010:30:0,final_13,final,47.7125,48.1925,2,17.7125,18.1925
R8007_M8010,30,0,R8007_M8010:30:0,final_14,final,48.2525,49.1725,0,18.2525,19.1725
R8007_M8010,30,0,R8007_M8010:30:0,final_15,final,49.3925,53.6525,2,19.3925,23.6525
R8007_M8010,30,0,R8007_M8010:30:0,final_16,final,51.3125,51.9325,1,21.3125,21.9325
R8007_M8010,30,0,R8007_M8010:30:0,final_17,final,53.1925,55.4325,1,23.1925,25.4325
R8007_M8010,30,0,R8007_M8010:30:0,final_18,final,55.7925,58.7925,0,25.7925,28.7925
R8007_M8010,30,0,R8007_M8010:30:0,final_19,final,56.3725,60.0,1,26.3725,30.0
R8007_M8010,30,0,R8007_M8010:30:0,final_20,final,56.5325,57.7725,2,26.5325,27.7725
R8007_M8010,30,0,R8007_M8010:30:0,final_21,final,58.7925,59.1125,2,28.7925,29.1125
R8007_M8010,30,0,R8007_M8010:30:0,final_22,final,59.6125,60.0,0,29.6125,30.0
R8007_M8010,30,1,R8007_M8010:30:1,final_0,final,60.0125,60.1925,1,0.0125,0.1925
R8007_M8010,30,1,R8007_M8010:30:1,final_1,final,60.0125,62.2325,0,0.0125,2.2325
R8007_M8010,30,1,R8007_M8010:30:1,final_2,final,60.1925,60.8725,2,0.1925,0.8725
R8007_M8010,30,1,R8007_M8010:30:1,final_3,final,60.4325,60.6725,1,0.4325,0.6725
R8007_M8010,30,1,R8007_M8010:30:1,final_4,final,61.2525,62.2525,1,1.2525,2.2525
R8007_M8010,30,1,R8007_M8010:30:1,final_5,final,62.5725,63.7125,2,2.5725,3.7125
R8007_M8010,30,1,R8007_M8010:30:1,final_6,final,63.4525,70.1325,0,3.4525,10.1325
R8007_M8010,30,1,R8007_M8010:30:1,final_7,final,64.3125,65.0725,1,4.3125,5.0725
R8007_M8010,30,1,R8007_M8010:30:1,final_8,final,64.6925,65.4925,2,4.6925,5.4925
R8007_M8010,30,1,R8007_M8010:30:1,final_9,final,65.4925,66.2525,1,5.4925,6.2525
R8007_M8010,30,1,R8007_M8010:30:1,final_10,final,67.4325,67.8925,2,7.4325,7.8925
R8007_M8010,30,1,R8007_M8010:30:1,final_11,final,67.6125,68.9125,1,7.6125,8.9125
R8007_M8010,30,1,R8007_M8010:30:1,final_12,final,68.9125,73.0525,2,8.9125,13.0525
R8007_M8010,30,1,R8007_M8010:30:1,final_13,final,69.0125,69.4525,1,9.0125,9.4525
R8007_M8010,30,1,R8007_M8010:30:1,final_14,final,71.2725,76.3725,1,11.2725,16.3725
R8007_M8010,30,1,R8007_M8010:30:1,final_15,final,74.8125,76.3925,0,14.8125,16.3925
R8007_M8010,30,1,R8007_M8010:30:1,final_16,final,75.6725,84.8725,2,15.6725,24.8725
R8007_M8010,30,1,R8007_M8010:30:1,final_17,final,76.3925,79.0925,1,16.3925,19.0925
R8007_M8010,30,1,R8007_M8010:30:1,final_18,final,78.8325,81.8925,0,18.8325,21.8925
R8007_M8010,30,1,R8007_M8010:30:1,final_19,final,83.5725,84.1325,0,23.5725,24.1325
R8007_M8010,30,1,R8007_M8010:30:1,final_20,final,85.2925,86.5525,0,25.2925,26.5525
R8007_M8010,30,1,R8007_M8010:30:1,final_21,final,85.7325,89.5325,2,25.7325,29.5325
R8007_M8010,30,1,R8007_M8010:30:1,final_22,final,87.5725,90.0,0,27.5725,30.0
R8007_M8010,30,1,R8007_M8010:30:1,final_23,final,89.5525,89.9125,1,29.5525,29.9125
R8007_M8010,30,2,R8007_M8010:30:2,final_0,final,150.0125,150.2925,1,0.0125,0.2925
R8007_M8010,30,2,R8007_M8010:30:2,final_1,final,150.5725,154.8125,2,0.5725,4.8125
R8007_M8010,30,2,R8007_M8010:30:2,final_2,final,150.6125,151.0125,0,0.6125,1.0125
R8007_M8010,30,2,R8007_M8010:30:2,final_3,final,154.1525,154.5125,1,4.1525,4.5125
R8007_M8010,30,2,R8007_M8010:30:2,final_4,final,154.8125,158.8325,0,4.8125,8.8325
R8007_M8010,30,2,R8007_M8010:30:2,final_5,final,155.8725,161.3125,1,5.8725,11.3125
R8007_M8010,30,2,R8007_M8010:30:2,final_6,final,156.7125,157.1325,2,6.7125,7.1325
R8007_M8010,30,2,R8007_M8010:30:2,final_7,final,160.6925,162.7325,0,10.6925,12.7325
R8007_M8010,30,2,R8007_M8010:30:2,final_8,final,161.0725,172.7325,2,11.0725,22.7325
R8007_M8010,30,2,R8007_M8010:30:2,final_9,final,162.9325,163.5325,0,12.9325,13.5325
R8007_M8010,30,2,R8007_M8010:30:2,final_10,final,163.3125,165.8525,1,13.3125,15.8525
R8007_M8010,30,2,R8007_M8010:30:2,final_11,final,165.9525,166.5525,0,15.9525,16.5525
R8007_M8010,30,2,R8007_M8010:30:2,final_12,final,167.2325,170.7525,1,17.2325,20.7525
R8007_M8010,30,2,R8007_M8010:30:2,final_13,final,167.5725,168.6125,0,17.5725,18.6125
R8007_M8010,30,2,R8007_M8010:30:2,final_14,final,168.7725,169.0525,0,18.7725,19.0525
R8007_M8010,30,2,R8007_M8010:30:2,final_15,final,171.5925,172.0725,1,21.5925,22.0725
R8007_M8010,30,2,R8007_M8010:30:2,final_16,final,171.9325,174.3125,0,21.9325,24.3125
R8007_M8010,30,2,R8007_M8010:30:2,final_17,final,173.7925,176.6325,1,23.7925,26.6325
R8007_M8010,30,2,R8007_M8010:30:2,final_18,final,175.1725,180.0,0,25.1725,30.0
R8007_M8010,30,3,R8007_M8010:30:3,final_0,final,360.0,361.68,speaker_0,0.0,1.68
R8007_M8010,30,3,R8007_M8010:30:3,final_7,final,361.12,361.84,speaker_1,1.12,1.84
R8007_M8010,30,3,R8007_M8010:30:3,final_1,final,362.0,363.28,speaker_0,2.0,3.28
R8007_M8010,30,3,R8007_M8010:30:3,final_2,final,363.92,366.0,speaker_0,3.92,6.0
R8007_M8010,30,3,R8007_M8010:30:3,final_8,final,366.8,369.12,speaker_1,6.8,9.12
R8007_M8010,30,3,R8007_M8010:30:3,final_3,final,367.2,381.12,speaker_0,7.2,21.12
R8007_M8010,30,3,R8007_M8010:30:3,final_18,final,371.12,373.12,speaker_2,11.12,13.12
R8007_M8010,30,3,R8007_M8010:30:3,final_9,final,371.52,371.6,speaker_1,11.52,11.6
R8007_M8010,30,3,R8007_M8010:30:3,final_10,final,372.24,372.56,speaker_1,12.24,12.56
R8007_M8010,30,3,R8007_M8010:30:3,final_19,final,373.36,374.48,speaker_2,13.36,14.48
R8007_M8010,30,3,R8007_M8010:30:3,final_11,final,373.44,374.56,speaker_1,13.44,14.56
R8007_M8010,30,3,R8007_M8010:30:3,final_20,final,375.36,376.8,speaker_2,15.36,16.8
R8007_M8010,30,3,R8007_M8010:30:3,final_12,final,375.76,375.92,speaker_1,15.76,15.92
R8007_M8010,30,3,R8007_M8010:30:3,final_13,final,376.08,376.16,speaker_1,16.08,16.16
R8007_M8010,30,3,R8007_M8010:30:3,final_14,final,376.32,376.4,speaker_1,16.32,16.4
R8007_M8010,30,3,R8007_M8010:30:3,final_15,final,379.68,382.48,speaker_1,19.68,22.48
R8007_M8010,30,3,R8007_M8010:30:3,final_4,final,381.68,382.96,speaker_0,21.68,22.96
R8007_M8010,30,3,R8007_M8010:30:3,final_16,final,382.96,388.16,speaker_1,22.96,28.16
R8007_M8010,30,3,R8007_M8010:30:3,final_5,final,386.16,389.36,speaker_0,26.16,29.36
R8007_M8010,30,3,R8007_M8010:30:3,final_21,final,387.44,388.4,speaker_2,27.44,28.4
R8007_M8010,30,3,R8007_M8010:30:3,final_17,final,389.36,389.99,speaker_1,29.36,29.99
R8007_M8010,30,3,R8007_M8010:30:3,final_6,final,389.76,389.99,speaker_0,29.76,29.99
R8007_M8010,30,4,R8007_M8010:30:4,final_0,final,390.0125,391.4925,2,0.0125,1.4925
R8007_M8010,30,4,R8007_M8010:30:4,final_1,final,390.0125,395.4725,0,0.0125,5.4725
R8007_M8010,30,4,R8007_M8010:30:4,final_2,final,390.0125,397.3525,1,0.0125,7.3525
R8007_M8010,30,4,R8007_M8010:30:4,final_3,final,393.5325,393.9725,2,3.5325,3.9725
R8007_M8010,30,4,R8007_M8010:30:4,final_4,final,395.0325,399.8325,2,5.0325,9.8325
R8007_M8010,30,4,R8007_M8010:30:4,final_5,final,397.0725,397.6725,0,7.0725,7.6725
R8007_M8010,30,4,R8007_M8010:30:4,final_6,final,398.5325,403.6125,1,8.5325,13.6125
R8007_M8010,30,4,R8007_M8010:30:4,final_7,final,400.1925,402.7325,0,10.1925,12.7325
R8007_M8010,30,4,R8007_M8010:30:4,final_8,final,401.3525,401.9525,2,11.3525,11.9525
R8007_M8010,30,4,R8007_M8010:30:4,final_9,final,402.3125,406.8925,2,12.3125,16.8925
R8007_M8010,30,4,R8007_M8010:30:4,final_10,final,403.7925,404.2125,0,13.7925,14.2125
R8007_M8010,30,4,R8007_M8010:30:4,final_11,final,406.3925,412.8925,1,16.3925,22.8925
R8007_M8010,30,4,R8007_M8010:30:4,final_12,final,409.2125,409.6325,0,19.2125,19.6325
R8007_M8010,30,4,R8007_M8010:30:4,final_13,final,410.6325,410.9325,2,20.6325,20.9325
R8007_M8010,30,4,R8007_M8010:30:4,final_14,final,411.7125,416.7525,0,21.7125,26.7525
R8007_M8010,30,4,R8007_M8010:30:4,final_15,final,417.0925,418.5325,2,27.0925,28.5325
R8007_M8010,30,4,R8007_M8010:30:4,final_16,final,417.5925,420.0,0,27.5925,30.0
R8007_M8010,30,4,R8007_M8010:30:4,final_17,final,417.8525,418.9125,1,27.8525,28.9125
R8007_M8010,30,4,R8007_M8010:30:4,final_18,final,417.9725,418.0525,3,27.9725,28.0525
R8007_M8010,30,4,R8007_M8010:30:4,final_19,final,419.7325,419.9925,2,29.7325,29.9925
R8007_M8010,30,5,R8007_M8010:30:5,final_0,final,420.0125,428.7125,0,0.0125,8.7125
R8007_M8010,30,5,R8007_M8010:30:5,final_1,final,421.1525,422.5525,2,1.1525,2.5525
R8007_M8010,30,5,R8007_M8010:30:5,final_2,final,423.3925,426.5725,1,3.3925,6.5725
R8007_M8010,30,5,R8007_M8010:30:5,final_3,final,425.6925,427.5525,2,5.6925,7.5525
R8007_M8010,30,5,R8007_M8010:30:5,final_4,final,426.8725,427.4725,1,6.8725,7.4725
R8007_M8010,30,5,R8007_M8010:30:5,final_5,final,427.5525,428.0925,1,7.5525,8.0925
R8007_M8010,30,5,R8007_M8010:30:5,final_6,final,428.2925,430.6325,1,8.2925,10.6325
R8007_M8010,30,5,R8007_M8010:30:5,final_7,final,428.9325,428.9525,0,8.9325,8.9525
R8007_M8010,30,5,R8007_M8010:30:5,final_8,final,428.9525,438.2525,2,8.9525,18.2525
R8007_M8010,30,5,R8007_M8010:30:5,final_9,final,431.5525,433.5925,1,11.5525,13.5925
