window_id,patch_id,recording_id,window_size,segment_idx,patch_type,gate_category,action,variant,final_source,duration,support_ratio,gate_blockers,abnormal_flags,decision,reason
R8009_M8018:30:0,R8009_M8018:30:0:fast:fast_0,R8009_M8018,30,0,boundary_fix_or_relabel,rule_auto_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,1.68,0.9926,,,accept,slow_supports_fast_with_boundary_or_label_update
R8009_M8018:30:0,R8009_M8018:30:0:fast:fast_1,R8009_M8018,30,0,boundary_fix_or_relabel,rule_auto_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,2.88,1.0,,,accept,slow_supports_fast_with_boundary_or_label_update
R8009_M8018:30:0,R8009_M8018:30:0:fast:fast_10,R8009_M8018,30,0,boundary_fix_or_relabel,rule_auto_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,0.879999999999999,1.0,,,accept,slow_supports_fast_with_boundary_or_label_update
R8009_M8018:30:0,R8009_M8018:30:0:fast:fast_11,R8009_M8018,30,0,boundary_fix_or_relabel,rule_auto_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,2.3199999999999967,1.0,,,accept,slow_supports_fast_with_boundary_or_label_update
R8009_M8018:30:0,R8009_M8018:30:0:fast:fast_12,R8009_M8018,30,0,boundary_fix_or_relabel,rule_auto_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,2.4800000000000004,1.0,,,accept,slow_supports_fast_with_boundary_or_label_update
R8009_M8018:30:0,R8009_M8018:30:0:fast:fast_13,R8009_M8018,30,0,boundary_fix_or_relabel,rule_label_only_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,0.5499999999999972,1.0,do_not_update_memory_on_short_segment,,accept,slow_supports_fast_with_boundary_or_label_update
R8009_M8018:30:0,R8009_M8018:30:0:fast:fast_2,R8009_M8018,30,0,boundary_fix_or_relabel,rule_label_only_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,0.5600000000000005,1.0,do_not_update_memory_on_short_segment,,accept,slow_supports_fast_with_boundary_or_label_update
R8009_M8018:30:0,R8009_M8018:30:0:fast:fast_3,R8009_M8018,30,0,boundary_fix_or_relabel,rule_auto_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,3.039999999999999,1.0,,,accept,slow_supports_fast_with_boundary_or_label_update
R8009_M8018:30:0,R8009_M8018:30:0:fast:fast_4,R8009_M8018,30,0,keep_fast_supported,rule_auto_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,1.5199999999999996,1.0,,,accept,fast_segment_cross_model_supported
R8009_M8018:30:0,R8009_M8018:30:0:fast:fast_5,R8009_M8018,30,0,boundary_fix_or_relabel,rule_label_only_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,0.3200000000000003,1.0,do_not_update_memory_on_short_segment,,accept,slow_supports_fast_with_boundary_or_label_update
