recording_id,window_size,segment_idx,window_id,segment_id,source,start,end,speaker,local_start,local_end
R8009_M8018,30,0,R8009_M8018:30:0,final_0,final,150.0125,154.9725,2,0.0125,4.9725
R8009_M8018,30,0,R8009_M8018:30:0,final_1,final,155.5925,159.5725,2,5.5925,9.5725
R8009_M8018,30,0,R8009_M8018:30:0,final_2,final,160.2125,164.2525,1,10.2125,14.2525
R8009_M8018,30,0,R8009_M8018:30:0,final_3,final,164.5525,172.4925,1,14.5525,22.4925
R8009_M8018,30,0,R8009_M8018:30:0,final_4,final,173.1925,174.9325,2,23.1925,24.9325
R8009_M8018,30,0,R8009_M8018:30:0,final_5,final,173.5525,180.0,1,23.5525,30.0
R8009_M8018,30,0,R8009_M8018:30:0,final_6,final,176.0325,176.1725,2,26.0325,26.1725
R8009_M8018,30,0,R8009_M8018:30:0,final_7,final,179.2525,179.8325,2,29.2525,29.8325
R8009_M8018,30,1,R8009_M8018:30:1,final_0,final,180.0125,187.2725,2,0.0125,7.2725
R8009_M8018,30,1,R8009_M8018:30:1,final_1,final,186.5525,201.9125,1,6.5525,21.9125
R8009_M8018,30,1,R8009_M8018:30:1,final_2,final,198.9925,199.3325,2,18.9925,19.3325
R8009_M8018,30,1,R8009_M8018:30:1,final_3,final,201.7925,203.2725,2,21.7925,23.2725
R8009_M8018,30,1,R8009_M8018:30:1,final_4,final,202.0925,210.0,1,22.0925,30.0
R8009_M8018,30,2,R8009_M8018:30:2,final_0,final,300.0125,300.6325,1,0.0125,0.6325
R8009_M8018,30,2,R8009_M8018:30:2,final_1,final,300.4925,310.9725,2,0.4925,10.9725
R8009_M8018,30,2,R8009_M8018:30:2,final_2,final,311.5925,319.3925,1,11.5925,19.3925
R8009_M8018,30,2,R8009_M8018:30:2,final_3,final,319.8125,321.8525,1,19.8125,21.8525
R8009_M8018,30,2,R8009_M8018:30:2,final_4,final,324.2525,326.3325,1,24.2525,26.3325
R8009_M8018,30,2,R8009_M8018:30:2,final_5,final,326.8525,330.0,1,26.8525,30.0
R8009_M8018,30,3,R8009_M8018:30:3,final_0,final,420.0125,423.7125,1,0.0125,3.7125
R8009_M8018,30,3,R8009_M8018:30:3,final_1,final,422.5925,430.8725,2,2.5925,10.8725
R8009_M8018,30,3,R8009_M8018:30:3,final_2,final,431.0525,431.0725,2,11.0525,11.0725
R8009_M8018,30,3,R8009_M8018:30:3,final_3,final,431.0725,440.6125,1,11.0725,20.6125
R8009_M8018,30,3,R8009_M8018:30:3,final_4,final,440.6125,442.8725,2,20.6125,22.8725
R8009_M8018,30,3,R8009_M8018:30:3,final_5,final,444.5125,446.3525,1,24.5125,26.3525
R8009_M8018,30,3,R8009_M8018:30:3,final_6,final,447.2325,450.0,1,27.2325,30.0
R8009_M8018,30,4,R8009_M8018:30:4,final_0,final,510.0125,511.9325,1,0.0125,1.9325
R8009_M8018,30,4,R8009_M8018:30:4,final_1,final,512.7925,517.4925,1,2.7925,7.4925
