window_id,patch_id,recording_id,window_size,segment_idx,patch_type,gate_category,action,variant,final_source,duration,support_ratio,gate_blockers,abnormal_flags,decision,reason
R8008_M8013:30:0,R8008_M8013:30:0:fast:fast_0,R8008_M8013,30,0,keep_fast_supported,rule_auto_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,2.0,0.8,,,accept,fast_segment_cross_model_supported
R8008_M8013:30:0,R8008_M8013:30:0:fast:fast_1,R8008_M8013,30,0,boundary_fix_or_relabel,rule_auto_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,4.08,1.0,,,accept,slow_supports_fast_with_boundary_or_label_update
R8008_M8013:30:0,R8008_M8013:30:0:fast:fast_10,R8008_M8013,30,0,boundary_fix_or_relabel,rule_auto_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,0.7199999999999989,1.0,,,accept,slow_supports_fast_with_boundary_or_label_update
R8008_M8013:30:0,R8008_M8013:30:0:fast:fast_2,R8008_M8013,30,0,boundary_fix_or_relabel,rule_auto_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,6.24,0.9892,,,accept,slow_supports_fast_with_boundary_or_label_update
R8008_M8013:30:0,R8008_M8013:30:0:fast:fast_3,R8008_M8013,30,0,boundary_fix_or_relabel,rule_label_only_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,0.5599999999999987,1.0,do_not_update_memory_on_short_segment,,accept,slow_supports_fast_with_boundary_or_label_update
R8008_M8013:30:0,R8008_M8013:30:0:fast:fast_4,R8008_M8013,30,0,boundary_fix_or_relabel,rule_auto_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,4.069999999999997,1.0,,,accept,slow_supports_fast_with_boundary_or_label_update
R8008_M8013:30:0,R8008_M8013:30:0:fast:fast_5,R8008_M8013,30,0,keep_fast_supported,rule_auto_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,1.12,1.0,,,accept,fast_segment_cross_model_supported
R8008_M8013:30:0,R8008_M8013:30:0:fast:fast_6,R8008_M8013,30,0,boundary_fix_or_relabel,rule_auto_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,1.6000000000000014,1.0,,,accept,slow_supports_fast_with_boundary_or_label_update
R8008_M8013:30:0,R8008_M8013:30:0:fast:fast_7,R8008_M8013,30,0,boundary_fix_or_relabel,rule_auto_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,1.1999999999999993,1.0,,,accept,slow_supports_fast_with_boundary_or_label_update
R8008_M8013:30:0,R8008_M8013:30:0:fast:fast_8,R8008_M8013,30,0,boundary_fix_or_relabel,rule_label_only_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,0.23999999999999844,1.0,do_not_update_memory_on_short_segment,,accept,slow_supports_fast_with_boundary_or_label_update
R8008_M8013:30:0,R8008_M8013:30:0:fast:fast_9,R8008_M8013,30,0,keep_fast_supported,rule_auto_writeback,accepted_by_gate_not_applied_by_conservative_variant,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,6.0,0.9854,,,accept,fast_segment_cross_model_supported
R8008_M8013:30:0,R8008_M8013:30:0:slow:slow_0,R8008_M8013,30,0,align_slow_segment,rule_reference_only,blocked_or_deferred,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,1.6,1.0,slow_reference_segment,,accept,slow_segment_aligned_for_reference
R8008_M8013:30:0,R8008_M8013:30:0:slow:slow_1,R8008_M8013,30,0,align_slow_segment,rule_reference_only,blocked_or_deferred,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,1.5600000000000003,0.7179,slow_reference_segment,,accept,slow_segment_aligned_for_reference
