recording_id,window_size,segment_idx,window_id,segment_id,source,start,end,speaker,local_start,local_end
R8003_M8001,30,0,R8003_M8001:30:0,final_0,final,90.0125,92.9925,0,0.0125,2.9925
R8003_M8001,30,0,R8003_M8001:30:0,final_1,final,90.4325,90.7925,1,0.4325,0.7925
R8003_M8001,30,0,R8003_M8001:30:0,final_2,final,93.7325,96.2725,0,3.7325,6.2725
R8003_M8001,30,0,R8003_M8001:30:0,final_3,final,96.7325,103.4725,1,6.7325,13.4725
R8003_M8001,30,0,R8003_M8001:30:0,final_4,final,97.8325,98.2725,0,7.8325,8.2725
R8003_M8001,30,0,R8003_M8001:30:0,final_5,final,103.8925,110.2925,1,13.8925,20.2925
R8003_M8001,30,0,R8003_M8001:30:0,final_6,final,108.0525,108.5325,0,18.0525,18.5325
R8003_M8001,30,0,R8003_M8001:30:0,final_7,final,108.7725,119.6525,0,18.7725,29.6525
R8003_M8001,30,0,R8003_M8001:30:0,final_8,final,109.7725,110.2525,2,19.7725,20.2525
R8003_M8001,30,0,R8003_M8001:30:0,final_9,final,110.7525,111.2525,1,20.7525,21.2525
R8003_M8001,30,0,R8003_M8001:30:0,final_10,final,119.5325,120.0,1,29.5325,30.0
R8003_M8001,30,1,R8003_M8001:30:1,final_0,final,150.0125,151.9925,0,0.0125,1.9925
R8003_M8001,30,1,R8003_M8001:30:1,final_1,final,150.1125,156.9325,1,0.1125,6.9325
R8003_M8001,30,1,R8003_M8001:30:1,final_2,final,154.5125,154.8125,0,4.5125,4.8125
R8003_M8001,30,1,R8003_M8001:30:1,final_3,final,157.6925,175.3725,1,7.6925,25.3725
R8003_M8001,30,1,R8003_M8001:30:1,final_4,final,166.7325,166.8525,0,16.7325,16.8525
R8003_M8001,30,1,R8003_M8001:30:1,final_5,final,175.6925,180.0,0,25.6925,30.0
R8003_M8001,30,2,R8003_M8001:30:2,final_0,final,180.0125,188.2125,2,0.0125,8.2125
R8003_M8001,30,2,R8003_M8001:30:2,final_1,final,188.7325,189.6125,0,8.7325,9.6125
R8003_M8001,30,2,R8003_M8001:30:2,final_2,final,188.8325,199.4925,1,8.8325,19.4925
R8003_M8001,30,2,R8003_M8001:30:2,final_3,final,191.6125,191.7725,0,11.6125,11.7725
R8003_M8001,30,2,R8003_M8001:30:2,final_4,final,192.2525,192.6525,2,12.2525,12.6525
R8003_M8001,30,2,R8003_M8001:30:2,final_5,final,195.9325,196.2725,2,15.9325,16.2725
R8003_M8001,30,2,R8003_M8001:30:2,final_6,final,197.0125,197.8925,0,17.0125,17.8925
R8003_M8001,30,2,R8003_M8001:30:2,final_7,final,197.8925,209.0125,2,17.8925,29.0125
R8003_M8001,30,2,R8003_M8001:30:2,final_8,final,204.4325,209.1525,1,24.4325,29.1525
R8003_M8001,30,2,R8003_M8001:30:2,final_9,final,205.9725,207.0925,0,25.9725,27.0925
R8003_M8001,30,2,R8003_M8001:30:2,final_10,final,208.5325,210.0,0,28.5325,30.0
R8003_M8001,30,2,R8003_M8001:30:2,final_11,final,209.3125,209.6725,1,29.3125,29.6725
R8003_M8001,30,3,R8003_M8001:30:3,final_0,final,240.0125,251.1525,2,0.0125,11.1525
R8003_M8001,30,3,R8003_M8001:30:3,final_1,final,241.8725,241.9125,1,1.8725,1.9125
R8003_M8001,30,3,R8003_M8001:30:3,final_2,final,241.9125,242.2725,0,1.9125,2.2725
R8003_M8001,30,3,R8003_M8001:30:3,final_3,final,249.5525,259.8125,1,9.5525,19.8125
R8003_M8001,30,3,R8003_M8001:30:3,final_4,final,254.3525,254.7125,2,14.3525,14.7125
R8003_M8001,30,3,R8003_M8001:30:3,final_5,final,254.7125,254.7325,0,14.7125,14.7325
R8003_M8001,30,3,R8003_M8001:30:3,final_6,final,260.0725,260.2925,0,20.0725,20.2925
R8003_M8001,30,3,R8003_M8001:30:3,final_7,final,260.2925,260.4725,2,20.2925,20.4725
R8003_M8001,30,3,R8003_M8001:30:3,final_8,final,260.4725,264.9125,1,20.4725,24.9125
R8003_M8001,30,3,R8003_M8001:30:3,final_9,final,265.8525,269.9725,1,25.8525,29.9725
R8003_M8001,30,4,R8003_M8001:30:4,final_0,final,420.0125,420.3525,1,0.0125,0.3525
R8003_M8001,30,4,R8003_M8001:30:4,final_1,final,420.0125,426.1725,0,0.0125,6.1725
R8003_M8001,30,4,R8003_M8001:30:4,final_2,final,421.7525,423.2125,1,1.7525,3.2125
R8003_M8001,30,4,R8003_M8001:30:4,final_3,final,423.2125,425.0125,2,3.2125,5.0125
R8003_M8001,30,4,R8003_M8001:30:4,final_4,final,424.6125,437.9325,1,4.6125,17.9325
R8003_M8001,30,4,R8003_M8001:30:4,final_5,final,425.0725,425.0925,2,5.0725,5.0925
R8003_M8001,30,4,R8003_M8001:30:4,final_6,final,428.2325,428.5925,0,8.2325,8.5925
R8003_M8001,30,4,R8003_M8001:30:4,final_7,final,431.6325,431.9725,0,11.6325,11.9725
R8003_M8001,30,4,R8003_M8001:30:4,final_8,final,434.9325,441.1525,2,14.9325,21.1525
R8003_M8001,30,4,R8003_M8001:30:4,final_9,final,437.9925,438.3325,0,17.9925,18.3325
R8003_M8001,30,4,R8003_M8001:30:4,final_10,final,441.4125,449.3725,1,21.4125,29.3725
R8003_M8001,30,4,R8003_M8001:30:4,final_11,final,442.1125,442.4725,0,22.1125,22.4725
R8003_M8001,30,5,R8003_M8001:30:5,final_0,final,810.0125,811.1725,3,0.0125,1.1725
R8003_M8001,30,5,R8003_M8001:30:5,final_1,final,811.7325,823.4925,3,1.7325,13.4925
R8003_M8001,30,5,R8003_M8001:30:5,final_2,final,821.8125,822.4125,0,11.8125,12.4125
R8003_M8001,30,5,R8003_M8001:30:5,final_3,final,821.9525,821.9925,2,11.9525,11.9925
R8003_M8001,30,5,R8003_M8001:30:5,final_4,final,821.9925,822.0325,1,11.9925,12.0325
R8003_M8001,30,5,R8003_M8001:30:5,final_5,final,822.0325,822.2725,2,12.0325,12.2725
R8003_M8001,30,5,R8003_M8001:30:5,final_6,final,822.2725,822.3725,1,12.2725,12.3725
R8003_M8001,30,5,R8003_M8001:30:5,final_7,final,825.4325,829.2725,3,15.4325,19.2725
R8003_M8001,30,5,R8003_M8001:30:5,final_8,final,826.7925,827.1525,1,16.7925,17.1525
R8003_M8001,30,5,R8003_M8001:30:5,final_9,final,828.5725,833.3725,2,18.5725,23.3725
R8003_M8001,30,5,R8003_M8001:30:5,final_10,final,833.5525,835.0325,3,23.5525,25.0325
R8003_M8001,30,5,R8003_M8001:30:5,final_11,final,833.8325,840.0,1,23.8325,30.0
R8003_M8001,30,6,R8003_M8001:30:6,final_0,final,840.0125,842.1925,0,0.0125,2.1925
R8003_M8001,30,6,R8003_M8001:30:6,final_1,final,840.3325,849.7725,1,0.3325,9.7725
R8003_M8001,30,6,R8003_M8001:30:6,final_2,final,840.8925,841.5925,2,0.8925,1.5925
R8003_M8001,30,6,R8003_M8001:30:6,final_3,final,847.7125,848.0125,0,7.7125,8.0125
R8003_M8001,30,6,R8003_M8001:30:6,final_4,final,850.7325,852.2925,1,10.7325,12.2925
R8003_M8001,30,6,R8003_M8001:30:6,final_5,final,853.1525,863.5325,1,13.1525,23.5325
R8003_M8001,30,6,R8003_M8001:30:6,final_6,final,863.9725,870.0,1,23.9725,30.0
R8003_M8001,30,7,R8003_M8001:30:7,final_0,final,930.0125,933.2725,2,0.0125,3.2725
R8003_M8001,30,7,R8003_M8001:30:7,final_1,final,930.5525,931.1525,1,0.5525,1.1525
R8003_M8001,30,7,R8003_M8001:30:7,final_2,final,933.7525,949.3325,1,3.7525,19.3325
R8003_M8001,30,7,R8003_M8001:30:7,final_3,final,937.3925,937.7125,0,7.3925,7.7125
R8003_M8001,30,7,R8003_M8001:30:7,final_4,final,941.0325,941.3525,0,11.0325,11.3525
R8003_M8001,30,7,R8003_M8001:30:7,final_5,final,951.0125,960.0,1,21.0125,30.0
R8003_M8001,30,7,R8003_M8001:30:7,final_6,final,952.4925,953.0525,0,22.4925,23.0525
R8003_M8001,30,7,R8003_M8001:30:7,final_7,final,957.2925,960.0,0,27.2925,30.0
R8003_M8001,30,7,R8003_M8001:30:7,final_8,final,959.6725,959.8725,2,29.6725,29.8725
R8003_M8001,30,8,R8003_M8001:30:8,final_0,final,1020.0125,1022.8525,1,0.0125,2.8525
R8003_M8001,30,8,R8003_M8001:30:8,final_1,final,1022.7925,1023.0325,0,2.7925,3.0325
R8003_M8001,30,8,R8003_M8001:30:8,final_2,final,1023.0925,1023.4325,0,3.0925,3.4325
