avg_conf_rate,avg_der,avg_fa_rate,avg_miss_rate,avg_pred_segments,avg_pred_speech_sec,counters,policy,policy_id,success_windows,windows
0.04984583333333336,0.1687766666666666,0.06980416666666665,0.04912749999999996,11.316666666666666,34.878208333333326,"{'same_speaker_overlap_capped': 111, 'expanded': 183, 'expand_blocked': 778, 'unchanged_no_activity': 154, 'same_speaker_overlap_pairs': 3, 'overlap_reverted_windows': 3}","{""base"": ""boundary_expand"", ""max_total_expand_sec"": 0.1, ""min_active_sec"": 0.05, ""mode"": ""mean"", ""pad"": 0.1, ""prevent_same_speaker_overlap"": true, ""search_pad"": 0.25}",boundary_expand__modemean__pad0p1__search_pad0p25__max_total_expand_sec0p1__min_active_sec0p05__prevent_same_speaker_overlapTrue,120,120
0.04979500000000003,0.1687883333333334,0.06966333333333333,0.04932416666666665,11.316666666666666,34.87547916666667,"{'same_speaker_overlap_capped': 250, 'expanded': 123, 'expand_blocked': 945, 'unchanged_no_activity': 109, 'same_speaker_overlap_pairs': 2, 'overlap_reverted_windows': 2}","{""base"": ""boundary_expand"", ""max_total_expand_sec"": 0.1, ""min_active_sec"": 0.05, ""mode"": ""mean"", ""pad"": 0.1, ""prevent_same_speaker_overlap"": true, ""search_pad"": 0.5}",boundary_expand__modemean__pad0p1__search_pad0p5__max_total_expand_sec0p1__min_active_sec0p05__prevent_same_speaker_overlapTrue,120,120
0.049790000000000015,0.16880916666666668,0.06916249999999999,0.049854166666666665,11.316666666666666,34.95233333333332,{'slow_base': 120},"{""base"": ""slow""}",slow,120,120
0.04970833333333335,0.16890333333333338,0.06960999999999998,0.04958499999999999,11.316666666666666,34.86450000000001,"{'same_speaker_overlap_capped': 218, 'expanded': 77, 'expand_blocked': 906, 'unchanged_no_activity': 109, 'same_speaker_overlap_pairs': 3, 'overlap_reverted_windows': 2}","{""base"": ""boundary_expand"", ""max_total_expand_sec"": 0.1, ""min_active_sec"": 0.05, ""mode"": ""mean"", ""pad"": 0.0, ""prevent_same_speaker_overlap"": true, ""search_pad"": 0.5}",boundary_expand__modemean__search_pad0p5__max_total_expand_sec0p1__min_active_sec0p05__prevent_same_speaker_overlapTrue,120,120
0.04972500000000002,0.16890833333333335,0.06953416666666663,0.0496475,11.316666666666666,34.87420833333335,"{'same_speaker_overlap_capped': 263, 'expanded': 68, 'expand_blocked': 1027, 'unchanged_no_activity': 43, 'same_speaker_overlap_pairs': 2, 'overlap_reverted_windows': 1}","{""base"": ""boundary_expand"", ""max_total_expand_sec"": 0.1, ""min_active_sec"": 0.05, ""mode"": ""max"", ""pad"": 0.0, ""prevent_same_speaker_overlap"": true, ""search_pad"": 0.5}",boundary_expand__modemax__search_pad0p5__max_total_expand_sec0p1__min_active_sec0p05__prevent_same_speaker_overlapTrue,120,120
0.04980666666666669,0.16893833333333344,0.06984333333333335,0.049284166666666664,11.316666666666666,34.903979166666666,"{'same_speaker_overlap_capped': 297, 'expanded': 126, 'expand_blocked': 1059, 'unchanged_no_activity': 43, 'same_speaker_overlap_pairs': 3, 'overlap_reverted_windows': 3}","{""base"": ""boundary_expand"", ""max_total_expand_sec"": 0.1, ""min_active_sec"": 0.05, ""mode"": ""max"", ""pad"": 0.1, ""prevent_same_speaker_overlap"": true, ""search_pad"": 0.5}",boundary_expand__modemax__pad0p1__search_pad0p5__max_total_expand_sec0p1__min_active_sec0p05__prevent_same_speaker_overlapTrue,120,120
0.0498966666666667,0.168945,0.07018166666666667,0.04887249999999998,11.316666666666666,34.89399999999999,"{'same_speaker_overlap_capped': 71, 'expanded': 234, 'expand_blocked': 643, 'unchanged_no_activity': 183, 'same_speaker_overlap_pairs': 3, 'overlap_reverted_windows': 3}","{""base"": ""boundary_expand"", ""max_total_expand_sec"": 0.1, ""min_active_sec"": 0.05, ""mode"": ""mean"", ""pad"": 0.1, ""prevent_same_speaker_overlap"": true, ""search_pad"": 0.1}",boundary_expand__modemean__pad0p1__search_pad0p1__max_total_expand_sec0p1__min_active_sec0p05__prevent_same_speaker_overlapTrue,120,120
0.04971250000000001,0.16894583333333332,0.06983333333333329,0.04940333333333332,11.316666666666666,34.87714583333334,"{'same_speaker_overlap_capped': 106, 'expanded': 130, 'expand_blocked': 816, 'unchanged_no_activity': 76, 'same_speaker_overlap_pairs': 1, 'overlap_reverted_windows': 1}","{""base"": ""boundary_expand"", ""max_total_expand_sec"": 0.1, ""min_active_sec"": 0.05, ""mode"": ""max"", ""pad"": 0.0, ""prevent_same_speaker_overlap"": true, ""search_pad"": 0.25}",boundary_expand__modemax__search_pad0p25__max_total_expand_sec0p1__min_active_sec0p05__prevent_same_speaker_overlapTrue,120,120
0.04976500000000003,0.1689966666666667,0.07013916666666668,0.049090833333333334,11.316666666666666,34.90929166666667,"{'same_speaker_overlap_capped': 134, 'expanded': 193, 'expand_blocked': 900, 'unchanged_no_activity': 76, 'same_speaker_overlap_pairs': 2, 'overlap_reverted_windows': 2}","{""base"": ""boundary_expand"", ""max_total_expand_sec"": 0.1, ""min_active_sec"": 0.05, ""mode"": ""max"", ""pad"": 0.1, ""prevent_same_speaker_overlap"": true, ""search_pad"": 0.25}",boundary_expand__modemax__pad0p1__search_pad0p25__max_total_expand_sec0p1__min_active_sec0p05__prevent_same_speaker_overlapTrue,120,120
0.04978666666666668,0.16905333333333333,0.06986666666666666,0.049407499999999986,11.316666666666666,34.865562499999996,"{'same_speaker_overlap_capped': 86, 'expanded': 131, 'expand_blocked': 693, 'unchanged_no_activity': 154, 'same_speaker_overlap_pairs': 5, 'overlap_reverted_windows': 5}","{""base"": ""boundary_expand"", ""max_total_expand_sec"": 0.1, ""min_active_sec"": 0.05, ""mode"": ""mean"", ""pad"": 0.0, ""prevent_same_speaker_overlap"": true, ""search_pad"": 0.25}",boundary_expand__modemean__search_pad0p25__max_total_expand_sec0p1__min_active_sec0p05__prevent_same_speaker_overlapTrue,120,120
