window_id,patch_id,recording_id,window_size,segment_idx,patch_type,gate_category,action,variant,final_source,duration,support_ratio,gate_blockers,abnormal_flags,decision,reason
R8003_M8001:30:0,R8003_M8001:30:0:fast:fast_0,R8003_M8001,30,0,keep_fast_supported,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback,slow,3.04,0.9803,abnormal_flags,fast_speaker_count_mismatch,accept,fast_segment_cross_model_supported
R8003_M8001:30:0,R8003_M8001:30:0:fast:fast_1,R8003_M8001,30,0,keep_fast_supported,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback,slow,2.4800000000000004,0.9808,abnormal_flags,fast_speaker_count_mismatch,accept,fast_segment_cross_model_supported
R8003_M8001:30:0,R8003_M8001:30:0:fast:fast_10,R8003_M8001,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback,slow,0.3200000000000003,1.0,abnormal_flags;short_duration,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8003_M8001:30:0,R8003_M8001:30:0:fast:fast_11,R8003_M8001,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback,slow,1.0400000000000027,1.0,abnormal_flags,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8003_M8001:30:0,R8003_M8001:30:0:fast:fast_12,R8003_M8001,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback,slow,0.8800000000000026,1.0,abnormal_flags,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8003_M8001:30:0,R8003_M8001:30:0:fast:fast_13,R8003_M8001,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback,slow,0.879999999999999,1.0,abnormal_flags,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8003_M8001:30:0,R8003_M8001:30:0:fast:fast_14,R8003_M8001,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback,slow,0.4800000000000004,1.0,abnormal_flags;short_duration,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8003_M8001:30:0,R8003_M8001:30:0:fast:fast_15,R8003_M8001,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback,slow,0.3099999999999987,1.0,abnormal_flags;short_duration,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8003_M8001:30:0,R8003_M8001:30:0:fast:fast_2,R8003_M8001,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback,slow,1.5999999999999979,1.0,abnormal_flags,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8003_M8001:30:0,R8003_M8001:30:0:fast:fast_3,R8003_M8001,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback,slow,2.879999999999999,1.0,abnormal_flags,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8003_M8001:30:0,R8003_M8001:30:0:fast:fast_4,R8003_M8001,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback,slow,6.080000000000002,0.9823,abnormal_flags,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8003_M8001:30:0,R8003_M8001:30:0:fast:fast_5,R8003_M8001,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback,slow,0.48,1.0,abnormal_flags;short_duration,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8003_M8001:30:0,R8003_M8001:30:0:fast:fast_6,R8003_M8001,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback,slow,2.3999999999999995,1.0,abnormal_flags,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8003_M8001:30:0,R8003_M8001:30:0:fast:fast_7,R8003_M8001,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback,slow,1.5199999999999996,1.0,abnormal_flags,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8003_M8001:30:0,R8003_M8001:30:0:fast:fast_8,R8003_M8001,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback,slow,1.8399999999999999,1.0,abnormal_flags,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8003_M8001:30:0,R8003_M8001:30:0:fast:fast_9,R8003_M8001,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback,slow,1.92,1.0,abnormal_flags,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
