recording_id,window_size,segment_idx,model_name,success,der,miss_rate,fa_rate,conf_rate,cer,latency,spk_count_pred,spk_count_gt,spk_match,error
R8003_M8001,30,0,diarizen-large-v2,True,0.1029,0.041,0.0287,0.0331,,24.217050790786743,3,3,True,
R8003_M8001,30,1,diarizen-large-v2,True,0.0272,0.0151,0.0121,0.0,,19.189393281936646,2,3,False,
R8003_M8001,30,2,diarizen-large-v2,True,0.0838,0.0461,0.0271,0.0106,,19.952659845352173,3,3,True,
R8003_M8001,30,3,diarizen-large-v2,True,0.0279,0.0036,0.0167,0.0076,,20.05143117904663,3,3,True,
R8003_M8001,30,4,diarizen-large-v2,True,0.1033,0.0246,0.0325,0.0462,,22.909488201141357,3,3,True,
R8003_M8001,30,5,diarizen-large-v2,True,0.0739,0.0295,0.0444,0.0,,21.107097864151,4,4,True,
R8003_M8001,30,6,diarizen-large-v2,True,0.0578,0.0406,0.0169,0.0002,,17.974282026290894,3,3,True,
R8003_M8001,30,7,diarizen-large-v2,True,0.1496,0.0971,0.0246,0.0279,,19.862972259521484,3,4,False,
R8003_M8001,30,8,diarizen-large-v2,True,0.361,0.073,0.1141,0.1739,,17.553858995437622,3,4,False,
R8003_M8001,30,9,diarizen-large-v2,True,3.5949,0.006,3.3484,0.2404,,18.85586667060852,2,2,True,
R8003_M8001,30,10,diarizen-large-v2,True,0.1407,0.0584,0.0472,0.035,,19.526859998703003,3,4,False,
R8003_M8001,30,11,diarizen-large-v2,True,0.1502,0.067,0.042,0.0413,,17.228939056396484,3,4,False,
R8003_M8001,30,12,diarizen-large-v2,True,0.0683,0.0223,0.0459,0.0,,17.353667974472046,3,4,False,
R8003_M8001,30,13,diarizen-large-v2,True,0.2382,0.0407,0.0622,0.1352,,18.0943021774292,3,3,True,
R8003_M8001,30,14,diarizen-large-v2,True,0.5534,0.0431,0.5103,0.0,,17.538552045822144,3,4,False,
R8007_M8010,30,0,diarizen-large-v2,True,0.1852,0.0588,0.0441,0.0823,,19.879024028778076,3,4,False,
R8007_M8010,30,1,diarizen-large-v2,True,0.2874,0.0726,0.0404,0.1744,,24.137290954589844,3,4,False,
R8007_M8010,30,2,diarizen-large-v2,True,0.2507,0.0945,0.0345,0.1217,,21.494019031524658,3,4,False,
R8007_M8010,30,3,diarizen-large-v2,True,0.2989,0.151,0.0622,0.0857,,22.94908308982849,4,4,True,
R8007_M8010,30,4,diarizen-large-v2,True,0.2431,0.1274,0.0229,0.0927,,22.593409061431885,4,4,True,
R8007_M8010,30,5,diarizen-large-v2,True,0.2825,0.1757,0.0344,0.0724,,21.712405920028687,3,4,False,
R8007_M8010,30,6,diarizen-large-v2,True,0.1525,0.0579,0.0525,0.0421,,18.115832805633545,4,4,True,
R8007_M8010,30,7,diarizen-large-v2,True,0.2928,0.1453,0.0194,0.1281,,16.998184204101562,3,4,False,
R8007_M8010,30,8,diarizen-large-v2,True,0.1964,0.0896,0.0602,0.0465,,19.800716876983643,4,4,True,
R8007_M8010,30,9,diarizen-large-v2,True,0.2386,0.1191,0.0129,0.1066,,20.07258415222168,3,4,False,
R8007_M8010,30,10,diarizen-large-v2,True,0.271,0.102,0.0224,0.1466,,19.21289610862732,3,4,False,
R8007_M8010,30,11,diarizen-large-v2,True,0.1468,0.0432,0.0478,0.0558,,17.893324851989746,3,4,False,
R8007_M8010,30,12,diarizen-large-v2,True,0.1915,0.0973,0.0247,0.0695,,18.274867296218872,4,4,True,
R8007_M8010,30,13,diarizen-large-v2,True,0.2509,0.1251,0.0623,0.0635,,18.526558876037598,4,4,True,
R8007_M8010,30,14,diarizen-large-v2,True,0.369,0.0814,0.0484,0.2392,,20.967210054397583,3,4,False,
R8007_M8011,30,0,diarizen-large-v2,True,0.0324,0.0144,0.018,0.0,,24.70186710357666,1,1,True,
R8007_M8011,30,1,diarizen-large-v2,True,0.0897,0.0129,0.0379,0.039,,22.37398600578308,4,4,True,
R8007_M8011,30,2,diarizen-large-v2,True,0.133,0.0668,0.0248,0.0413,,22.088510990142822,4,4,True,
R8007_M8011,30,3,diarizen-large-v2,True,0.1798,0.0171,0.0353,0.1274,,23.709654808044434,3,4,False,
R8007_M8011,30,4,diarizen-large-v2,True,0.2536,0.0505,0.0364,0.1667,,24.980557203292847,3,4,False,
R8007_M8011,30,5,diarizen-large-v2,True,0.0215,0.0098,0.0117,0.0,,22.132888078689575,3,3,True,
R8007_M8011,30,6,diarizen-large-v2,True,0.1598,0.0187,0.0487,0.0924,,21.614596843719482,3,4,False,
R8007_M8011,30,7,diarizen-large-v2,True,0.198,0.0272,0.0271,0.1437,,21.00892400741577,3,4,False,
R8007_M8011,30,8,diarizen-large-v2,True,0.4266,0.035,0.0792,0.3124,,20.397831916809082,2,4,False,
R8007_M8011,30,9,diarizen-large-v2,True,0.1406,0.0216,0.0363,0.0827,,18.601213216781616,3,4,False,
R8007_M8011,30,10,diarizen-large-v2,True,0.2697,0.0335,0.0401,0.1961,,19.280499935150146,3,4,False,
R8007_M8011,30,11,diarizen-large-v2,True,0.1851,0.02,0.0281,0.137,,20.063591957092285,3,4,False,
R8007_M8011,30,12,diarizen-large-v2,True,0.1351,0.0296,0.0394,0.0661,,20.433349132537842,3,4,False,
R8007_M8011,30,13,diarizen-large-v2,True,0.1715,0.0202,0.0441,0.1071,,21.40988802909851,3,4,False,
R8007_M8011,30,14,diarizen-large-v2,True,0.074,0.0044,0.019,0.0506,,19.425793170928955,3,3,True,
R8001_M8004,30,0,diarizen-large-v2,True,0.0891,0.0521,0.037,0.0,,20.03252387046814,3,3,True,
R8001_M8004,30,1,diarizen-large-v2,True,0.2578,0.0558,0.0158,0.1863,,18.181922674179077,3,4,False,
R8001_M8004,30,2,diarizen-large-v2,True,0.0935,0.0615,0.0306,0.0015,,18.5228168964386,4,3,False,
R8001_M8004,30,3,diarizen-large-v2,True,0.0417,0.0114,0.0226,0.0077,,19.5900661945343,3,2,False,
R8001_M8004,30,4,diarizen-large-v2,True,0.3244,0.0752,0.03,0.2192,,17.511271953582764,3,4,False,
R8001_M8004,30,5,diarizen-large-v2,True,0.2321,0.1399,0.0415,0.0506,,18.264174699783325,4,4,True,
R8001_M8004,30,6,diarizen-large-v2,True,0.3184,0.1473,0.0604,0.1107,,17.26805830001831,4,4,True,
R8001_M8004,30,7,diarizen-large-v2,True,0.0732,0.0572,0.0095,0.0064,,17.310993194580078,3,4,False,
R8001_M8004,30,8,diarizen-large-v2,True,0.2471,0.1474,0.0101,0.0896,,16.93757200241089,3,4,False,
R8001_M8004,30,9,diarizen-large-v2,True,0.122,0.0971,0.0145,0.0104,,17.727078914642334,4,4,True,
R8001_M8004,30,10,diarizen-large-v2,True,0.1242,0.0873,0.0234,0.0135,,15.909377098083496,4,4,True,
R8001_M8004,30,11,diarizen-large-v2,True,0.1746,0.0333,0.0282,0.1131,,16.83918571472168,3,4,False,
R8001_M8004,30,12,diarizen-large-v2,True,0.3042,0.0647,0.018,0.2215,,16.52236008644104,4,4,True,
R8001_M8004,30,13,diarizen-large-v2,True,0.1448,0.0887,0.0407,0.0154,,16.39134693145752,4,4,True,
R8001_M8004,30,14,diarizen-large-v2,True,0.1409,0.0699,0.0367,0.0343,,17.161576747894287,3,4,False,
R8009_M8020,30,0,diarizen-large-v2,True,0.0778,0.0538,0.0241,0.0,,19.44260883331299,2,2,True,
R8009_M8020,30,1,diarizen-large-v2,True,0.0176,0.0025,0.0151,0.0,,19.892372846603394,2,2,True,
R8009_M8020,30,2,diarizen-large-v2,True,0.0482,0.015,0.0323,0.0009,,19.5540030002594,2,2,True,
R8009_M8020,30,3,diarizen-large-v2,True,0.1681,0.1289,0.0367,0.0025,,20.174499988555908,2,2,True,
R8009_M8020,30,4,diarizen-large-v2,True,0.0225,0.0034,0.0191,0.0,,20.58098030090332,1,1,True,
R8009_M8020,30,5,diarizen-large-v2,True,0.055,0.0371,0.0178,0.0,,24.318115711212158,2,2,True,
R8009_M8020,30,6,diarizen-large-v2,True,0.0529,0.0471,0.0046,0.0012,,19.67250084877014,2,2,True,
R8009_M8020,30,7,diarizen-large-v2,True,0.0421,0.0334,0.0087,0.0,,20.42308282852173,2,2,True,
R8009_M8020,30,8,diarizen-large-v2,True,0.0661,0.0453,0.0208,0.0,,23.42718482017517,2,2,True,
R8009_M8020,30,9,diarizen-large-v2,True,0.0189,0.0172,0.0017,0.0,,21.84226894378662,2,2,True,
R8009_M8020,30,10,diarizen-large-v2,True,0.0416,0.0367,0.0049,0.0,,20.96176290512085,2,2,True,
R8009_M8020,30,11,diarizen-large-v2,True,0.0484,0.0326,0.0158,0.0,,23.303252935409546,2,2,True,
R8009_M8020,30,12,diarizen-large-v2,True,0.0303,0.014,0.0162,0.0001,,19.486052989959717,2,2,True,
R8009_M8020,30,13,diarizen-large-v2,True,0.0811,0.0604,0.0207,0.0,,21.410892963409424,1,1,True,
R8009_M8020,30,14,diarizen-large-v2,True,0.0216,0.0147,0.007,0.0,,22.095273971557617,1,1,True,
R8009_M8018,30,0,diarizen-large-v2,True,0.0875,0.0559,0.0316,0.0,,19.447026014328003,2,2,True,
R8009_M8018,30,1,diarizen-large-v2,True,0.0701,0.0371,0.0321,0.001,,20.10128688812256,2,2,True,
R8009_M8018,30,2,diarizen-large-v2,True,0.043,0.0006,0.0424,0.0,,19.741344928741455,2,2,True,
R8009_M8018,30,3,diarizen-large-v2,True,0.2049,0.0325,0.1119,0.0605,,18.815805196762085,2,2,True,
R8009_M8018,30,4,diarizen-large-v2,True,0.1004,0.0496,0.0508,0.0,,19.79886794090271,2,2,True,
R8009_M8018,30,5,diarizen-large-v2,True,0.097,0.044,0.0508,0.0022,,23.214792728424072,2,2,True,
R8009_M8018,30,6,diarizen-large-v2,True,0.0963,0.0326,0.0486,0.0151,,21.30797505378723,2,2,True,
R8009_M8018,30,7,diarizen-large-v2,True,0.0939,0.051,0.032,0.0109,,22.591303825378418,2,2,True,
R8009_M8018,30,8,diarizen-large-v2,True,0.1073,0.0552,0.0521,0.0,,21.505752086639404,2,2,True,
R8009_M8018,30,9,diarizen-large-v2,True,0.1193,0.0581,0.0314,0.0298,,21.435323238372803,2,2,True,
R8009_M8018,30,10,diarizen-large-v2,True,0.1092,0.0437,0.0592,0.0063,,26.98478388786316,2,2,True,
R8009_M8018,30,11,diarizen-large-v2,True,0.0795,0.0306,0.0489,0.0,,22.440369844436646,2,2,True,
R8009_M8018,30,12,diarizen-large-v2,True,0.1657,0.0705,0.0838,0.0114,,21.886992931365967,2,2,True,
R8009_M8018,30,13,diarizen-large-v2,True,0.0994,0.0245,0.0749,0.0,,21.422878980636597,2,2,True,
R8009_M8018,30,14,diarizen-large-v2,True,0.077,0.0101,0.0664,0.0005,,20.933958053588867,2,2,True,
R8009_M8019,30,0,diarizen-large-v2,True,0.0314,0.0225,0.009,0.0,,18.92031717300415,2,2,True,
R8009_M8019,30,1,diarizen-large-v2,True,0.0535,0.034,0.0195,0.0,,19.283945083618164,2,2,True,
R8009_M8019,30,2,diarizen-large-v2,True,0.0623,0.0454,0.0169,0.0,,19.402529001235962,2,2,True,
R8009_M8019,30,3,diarizen-large-v2,True,0.0422,0.0273,0.0149,0.0,,19.002835988998413,2,2,True,
R8009_M8019,30,4,diarizen-large-v2,True,0.0798,0.0447,0.0351,0.0,,21.344830989837646,1,1,True,
R8009_M8019,30,5,diarizen-large-v2,True,0.0221,0.0112,0.0108,0.0,,20.533976793289185,2,2,True,
R8009_M8019,30,6,diarizen-large-v2,True,0.0654,0.0579,0.0075,0.0,,21.880923748016357,2,2,True,
R8009_M8019,30,7,diarizen-large-v2,True,0.0875,0.0531,0.0344,0.0,,21.868221044540405,2,2,True,
R8009_M8019,30,8,diarizen-large-v2,True,0.0592,0.0241,0.0351,0.0,,21.6546471118927,2,2,True,
