recording_id,window_size,segment_idx,window_id,segment_id,source,start,end,speaker,local_start,local_end
R8009_M8019,30,0,R8009_M8019:30:0,fast_0,fast,120.48,122.72,speaker_0,0.48,2.72
R8009_M8019,30,0,R8009_M8019:30:0,fast_1,fast,123.6,127.44,speaker_0,3.6,7.44
R8009_M8019,30,0,R8009_M8019:30:0,fast_2,fast,127.6,134.24,speaker_0,7.6,14.24
R8009_M8019,30,0,R8009_M8019:30:0,fast_6,fast,134.24,136.48,speaker_1,14.24,16.48
R8009_M8019,30,0,R8009_M8019:30:0,fast_3,fast,136.4,142.72,speaker_0,16.4,22.72
R8009_M8019,30,0,R8009_M8019:30:0,fast_4,fast,143.28,145.6,speaker_0,23.28,25.6
R8009_M8019,30,0,R8009_M8019:30:0,fast_5,fast,146.48,149.99,speaker_0,26.48,29.99
R8009_M8019,30,0,R8009_M8019:30:0,fast_7,fast,148.56,149.04,speaker_1,28.56,29.04
R8009_M8019,30,1,R8009_M8019:30:1,fast_0,fast,300.0,304.24,speaker_0,0.0,4.24
R8009_M8019,30,1,R8009_M8019:30:1,fast_1,fast,304.88,306.24,speaker_0,4.88,6.24
R8009_M8019,30,1,R8009_M8019:30:1,fast_2,fast,306.48,310.0,speaker_0,6.48,10.0
R8009_M8019,30,1,R8009_M8019:30:1,fast_6,fast,308.56,309.36,speaker_1,8.56,9.36
R8009_M8019,30,1,R8009_M8019:30:1,fast_3,fast,310.08,310.16,speaker_0,10.08,10.16
R8009_M8019,30,1,R8009_M8019:30:1,fast_7,fast,310.16,315.04,speaker_1,10.16,15.04
R8009_M8019,30,1,R8009_M8019:30:1,fast_8,fast,315.84,316.96,speaker_1,15.84,16.96
R8009_M8019,30,1,R8009_M8019:30:1,fast_9,fast,318.0,320.88,speaker_1,18.0,20.88
R8009_M8019,30,1,R8009_M8019:30:1,fast_10,fast,322.24,324.48,speaker_1,22.24,24.48
R8009_M8019,30,1,R8009_M8019:30:1,fast_11,fast,324.8,325.76,speaker_1,24.8,25.76
R8009_M8019,30,1,R8009_M8019:30:1,fast_12,fast,326.64,328.32,speaker_1,26.64,28.32
