avg_conf_rate,avg_der,avg_fa_rate,avg_miss_rate,avg_pred_segments,avg_pred_speech_sec,beats_slow,counters,delta_vs_slow,delta_vs_slow_pp,policy,policy_id,success_windows,windows
0.049839166666666684,0.1687375,0.06873083333333331,0.050170000000000006,11.191666666666666,34.734208333333335,True,"{'dropped_speaker_tracks': 11, 'dropped_segments': 11, 'score_cache_hits': 120, 'score_cache_misses': 0}",7.166666666666432e-05,0.0071666666666664325,"{""base"": ""speaker_track_filter"", ""min_track_total_sec"": 0.5, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_total_sec0p5__require_remaining_speakers1,120,120
0.049790000000000015,0.16880916666666668,0.06916249999999999,0.049854166666666665,11.283333333333333,34.760937500000004,False,"{'slow_base': 120, 'score_cache_hits': 120, 'score_cache_misses': 0}",0.0,0.0,"{""base"": ""slow""}",slow,120,120
0.04989333333333336,0.16883833333333334,0.06850083333333327,0.0504475,11.091666666666667,34.71504166666667,False,"{'dropped_speaker_tracks': 15, 'dropped_segments': 23, 'score_cache_hits': 120, 'score_cache_misses': 0}",-2.9166666666663454e-05,-0.0029166666666663454,"{""base"": ""speaker_track_filter"", ""min_track_max_segment_sec"": 0.5, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_max_segment_sec0p5__require_remaining_speakers1,120,120
0.04989833333333336,0.16940833333333333,0.06878666666666662,0.05072166666666667,11.2,34.71670833333334,False,"{'dropped_speaker_tracks': 6, 'dropped_segments': 10, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.0005991666666666506,-0.059916666666665064,"{""base"": ""speaker_track_filter"", ""min_track_fast_overlap_sec"": 0.1, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_fast_overlap_sec0p1__require_remaining_speakers1,120,120
0.050203333333333364,0.1695316666666667,0.06805749999999997,0.05127583333333333,11.008333333333333,34.668041666666674,False,"{'dropped_speaker_tracks': 23, 'dropped_segments': 33, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.0007225000000000148,-0.07225000000000148,"{""base"": ""speaker_track_filter"", ""min_track_total_sec"": 1.0, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_total_sec1p0__require_remaining_speakers1,120,120
0.050096666666666685,0.17019083333333332,0.06748249999999997,0.052614999999999995,10.891666666666667,34.601375000000004,False,"{'dropped_speaker_tracks': 28, 'dropped_segments': 47, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.0013816666666666422,-0.13816666666666422,"{""base"": ""speaker_track_filter"", ""min_track_total_sec"": 2.0, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_total_sec2p0__require_remaining_speakers1,120,120
0.05005250000000003,0.1702675,0.06778333333333329,0.052435833333333334,10.883333333333333,34.60687500000001,False,"{'dropped_speaker_tracks': 27, 'dropped_segments': 48, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.0014583333333333115,-0.14583333333333115,"{""base"": ""speaker_track_filter"", ""min_track_max_segment_sec"": 1.0, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_max_segment_sec1p0__require_remaining_speakers1,120,120
0.04994500000000002,0.1708241666666667,0.06842666666666662,0.052455,11.075,34.62647916666666,False,"{'dropped_speaker_tracks': 13, 'dropped_segments': 25, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.0020150000000000168,-0.20150000000000168,"{""base"": ""speaker_track_filter"", ""min_track_fast_overlap_sec"": 0.5, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_fast_overlap_sec0p5__require_remaining_speakers1,120,120
0.04990333333333336,0.17086083333333332,0.06872499999999997,0.05223083333333334,11.15,34.643875,False,"{'dropped_speaker_tracks': 6, 'dropped_segments': 16, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.002051666666666646,-0.2051666666666646,"{""base"": ""speaker_track_filter"", ""min_track_fast_overlap_ratio"": 0.05, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_fast_overlap_ratio0p05__require_remaining_speakers1,120,120
0.050016666666666695,0.17092083333333333,0.06842499999999996,0.0524825,11.083333333333334,34.62364583333333,False,"{'dropped_speaker_tracks': 14, 'dropped_segments': 24, 'score_cache_hits': 120, 'score_cache_misses': 0}",-0.0021116666666666506,-0.21116666666666506,"{""base"": ""speaker_track_filter"", ""min_track_fast_overlap_ratio"": 0.05, ""min_track_total_sec"": 0.5, ""require_remaining_speakers"": 1}",speaker_track_filter__min_track_total_sec0p5__min_track_fast_overlap_ratio0p05__require_remaining_speakers1,120,120
