avg_conf_rate,avg_der,avg_fa_rate,avg_miss_rate,avg_pred_segments,avg_pred_speech_sec,counters,policy,policy_id,success_windows,windows
0.049790000000000015,0.16880916666666668,0.06916249999999999,0.049854166666666665,11.316666666666666,34.95233333333332,{'slow_base': 120},"{""base"": ""slow""}",slow,120,120
0.047400000000000005,0.17151083333333336,0.06637249999999999,0.05773333333333333,10.083333333333334,34.558,{'drop_low_support_sec': 148},"{""base"": ""audio_support_filter"", ""min_support_sec"": 0.05, ""mode"": ""max""}",audio_support_filter__modemax__min_support_sec0p05,120,120
0.04662833333333332,0.17415250000000002,0.06550833333333331,0.062010833333333334,9.625,34.37516666666667,{'drop_low_support_sec': 203},"{""base"": ""audio_support_filter"", ""min_support_sec"": 0.1, ""mode"": ""max""}",audio_support_filter__modemax__min_support_sec0p1,120,120
0.048037500000000025,0.1745625000000001,0.06656083333333333,0.05996166666666666,10.3,34.50699999999999,{'drop_low_support_ratio': 122},"{""base"": ""audio_support_filter"", ""min_support_ratio"": 0.05, ""mode"": ""max""}",audio_support_filter__modemax__min_support_ratio0p05,120,120
0.046414166666666666,0.17932583333333335,0.06571916666666668,0.06718916666666666,10.008333333333333,34.23333333333333,{'drop_low_active_channels': 157},"{""base"": ""audio_support_filter"", ""min_active_channels"": 0.25, ""mode"": ""max""}",audio_support_filter__modemax__min_active_channels0p25,120,120
0.046414166666666666,0.17932583333333335,0.06571916666666668,0.06718916666666666,10.008333333333333,34.23333333333333,{'drop_low_active_channels': 157},"{""base"": ""audio_support_filter"", ""min_active_channels"": 0.25, ""mode"": ""mean""}",audio_support_filter__modemean__min_active_channels0p25,120,120
0.04518083333333333,0.17969000000000007,0.06368166666666665,0.070825,8.916666666666666,34.000166666666665,{'drop_low_support_sec': 288},"{""base"": ""audio_support_filter"", ""min_support_sec"": 0.2, ""mode"": ""max""}",audio_support_filter__modemax__min_support_sec0p2,120,120
0.04699666666666667,0.18029500000000004,0.06565583333333332,0.0676408333333333,10.033333333333333,34.230999999999995,{'drop_low_support_ratio': 154},"{""base"": ""audio_support_filter"", ""min_support_ratio"": 0.1, ""mode"": ""max""}",audio_support_filter__modemax__min_support_ratio0p1,120,120
0.04670333333333333,0.18043666666666663,0.06526416666666665,0.068465,9.625,34.185333333333325,"{'drop_low_support_ratio': 103, 'drop_short': 100}","{""base"": ""audio_support_filter"", ""min_segment_duration"": 0.2, ""min_support_ratio"": 0.1, ""mode"": ""max""}",audio_support_filter__modemax__min_support_ratio0p1__min_segment_duration0p2,120,120
0.04657416666666667,0.1814475,0.06507249999999996,0.069795,9.55,34.1245,"{'drop_low_support_sec': 203, 'drop_low_support_ratio': 9}","{""base"": ""audio_support_filter"", ""min_support_ratio"": 0.1, ""min_support_sec"": 0.1, ""mode"": ""max""}",audio_support_filter__modemax__min_support_ratio0p1__min_support_sec0p1,120,120
0.04517166666666665,0.18369666666666673,0.06376416666666665,0.07475416666666666,9.475,33.97549999999999,{'drop_low_support_sec': 221},"{""base"": ""audio_support_filter"", ""min_support_sec"": 0.05, ""mode"": ""mean""}",audio_support_filter__modemean__min_support_sec0p05,120,120
0.04527833333333333,0.18439416666666672,0.06348916666666665,0.07562500000000003,8.883333333333333,33.841833333333334,"{'drop_low_support_sec': 288, 'drop_low_support_ratio': 4}","{""base"": ""audio_support_filter"", ""min_support_ratio"": 0.1, ""min_support_sec"": 0.2, ""mode"": ""max""}",audio_support_filter__modemax__min_support_ratio0p1__min_support_sec0p2,120,120
0.04442250000000001,0.19081750000000003,0.062027499999999965,0.08436666666666667,8.866666666666667,33.59566666666665,{'drop_low_support_sec': 294},"{""base"": ""audio_support_filter"", ""min_support_sec"": 0.1, ""mode"": ""mean""}",audio_support_filter__modemean__min_support_sec0p1,120,120
0.04343749999999999,0.19476500000000005,0.06465083333333331,0.08667666666666668,9.6,33.42566666666668,{'drop_low_active_channels': 206},"{""base"": ""audio_support_filter"", ""min_active_channels"": 0.5, ""mode"": ""max""}",audio_support_filter__modemax__min_active_channels0p5,120,120
0.04343749999999999,0.19476500000000005,0.06465083333333331,0.08667666666666668,9.6,33.42566666666668,{'drop_low_active_channels': 206},"{""base"": ""audio_support_filter"", ""min_active_channels"": 0.5, ""mode"": ""mean""}",audio_support_filter__modemean__min_active_channels0p5,120,120
0.040289166666666675,0.20225083333333335,0.05649750000000001,0.10547000000000005,6.841666666666667,32.51783333333334,{'drop_low_support_sec': 537},"{""base"": ""audio_support_filter"", ""min_support_sec"": 0.5, ""mode"": ""max""}",audio_support_filter__modemax__min_support_sec0p5,120,120
0.040289166666666675,0.20392083333333338,0.05641583333333335,0.10722166666666672,6.833333333333333,32.46166666666667,"{'drop_low_support_sec': 537, 'drop_low_support_ratio': 1}","{""base"": ""audio_support_filter"", ""min_support_ratio"": 0.1, ""min_support_sec"": 0.5, ""mode"": ""max""}",audio_support_filter__modemax__min_support_ratio0p1__min_support_sec0p5,120,120
0.04107916666666666,0.21031500000000003,0.06364916666666666,0.10558416666666669,9.491666666666667,32.65033333333333,{'drop_low_support_ratio': 219},"{""base"": ""audio_support_filter"", ""min_support_ratio"": 0.2, ""mode"": ""max""}",audio_support_filter__modemax__min_support_ratio0p2,120,120
0.040833333333333326,0.21052583333333333,0.06328833333333331,0.10640000000000002,9.1,32.6065,"{'drop_low_support_ratio': 166, 'drop_short': 100}","{""base"": ""audio_support_filter"", ""min_segment_duration"": 0.2, ""min_support_ratio"": 0.2, ""mode"": ""max""}",audio_support_filter__modemax__min_support_ratio0p2__min_segment_duration0p2,120,120
0.04077249999999999,0.21075250000000004,0.06336583333333332,0.10660750000000004,9.158333333333333,32.59983333333332,"{'drop_low_support_sec': 203, 'drop_low_support_ratio': 56}","{""base"": ""audio_support_filter"", ""min_support_ratio"": 0.2, ""min_support_sec"": 0.1, ""mode"": ""max""}",audio_support_filter__modemax__min_support_ratio0p2__min_support_sec0p1,120,120
0.03989916666666666,0.21294333333333337,0.062127499999999995,0.11091500000000004,8.575,32.39116666666667,"{'drop_low_support_sec': 288, 'drop_low_support_ratio': 41}","{""base"": ""audio_support_filter"", ""min_support_ratio"": 0.2, ""min_support_sec"": 0.2, ""mode"": ""max""}",audio_support_filter__modemax__min_support_ratio0p2__min_support_sec0p2,120,120
0.040321666666666665,0.21380583333333333,0.05845999999999999,0.11502500000000003,8.025,32.46366666666667,{'drop_low_support_sec': 395},"{""base"": ""audio_support_filter"", ""min_support_sec"": 0.2, ""mode"": ""mean""}",audio_support_filter__modemean__min_support_sec0p2,120,120
0.043817647058823544,0.21454201680672275,0.06301344537815125,0.10770252100840338,9.475,32.66899999999999,{'drop_low_support_ratio': 221},"{""base"": ""audio_support_filter"", ""min_support_ratio"": 0.05, ""mode"": ""mean""}",audio_support_filter__modemean__min_support_ratio0p05,119,120
0.03668416666666668,0.22934333333333348,0.055894166666666696,0.13676999999999997,6.65,31.24283333333334,"{'drop_low_support_sec': 537, 'drop_low_support_ratio': 23}","{""base"": ""audio_support_filter"", ""min_support_ratio"": 0.2, ""min_support_sec"": 0.5, ""mode"": ""max""}",audio_support_filter__modemax__min_support_ratio0p2__min_support_sec0p5,120,120
0.030149166666666657,0.2509958333333334,0.05104666666666665,0.16979916666666664,5.283333333333333,29.96016666666667,{'drop_low_support_sec': 724},"{""base"": ""audio_support_filter"", ""min_support_sec"": 1.0, ""mode"": ""max""}",audio_support_filter__modemax__min_support_sec1p0,120,120
0.041103478260869554,0.25718086956521735,0.05857826086956521,0.15749565217391304,7.7,29.920499999999997,"{'drop_low_support_sec': 395, 'drop_low_support_ratio': 39}","{""base"": ""audio_support_filter"", ""min_support_ratio"": 0.1, ""min_support_sec"": 0.2, ""mode"": ""mean""}",audio_support_filter__modemean__min_support_ratio0p1__min_support_sec0p2,115,120
0.038202521008403365,0.2586857142857143,0.05877731092436975,0.1617050420168068,8.633333333333333,30.192499999999985,{'drop_low_active_channels': 322},"{""base"": ""audio_support_filter"", ""min_active_channels"": 1.0, ""mode"": ""max""}",audio_support_filter__modemax__min_active_channels1p0,119,120
0.038202521008403365,0.2586857142857143,0.05877731092436975,0.1617050420168068,8.633333333333333,30.192499999999985,{'drop_low_active_channels': 322},"{""base"": ""audio_support_filter"", ""min_active_channels"": 1.0, ""mode"": ""mean""}",audio_support_filter__modemean__min_active_channels1p0,119,120
0.04179743589743589,0.26437521367521366,0.05938547008547007,0.16318974358974364,8.333333333333334,30.284833333333314,"{'drop_low_support_sec': 294, 'drop_low_support_ratio': 64}","{""base"": ""audio_support_filter"", ""min_support_ratio"": 0.1, ""min_support_sec"": 0.1, ""mode"": ""mean""}",audio_support_filter__modemean__min_support_ratio0p1__min_support_sec0p1,117,120
0.04217627118644068,0.26851949152542376,0.05981355932203389,0.16652627118644073,8.966666666666667,30.458166666666664,{'drop_low_support_ratio': 282},"{""base"": ""audio_support_filter"", ""min_support_ratio"": 0.1, ""mode"": ""mean""}",audio_support_filter__modemean__min_support_ratio0p1,118,120
0.04188983050847457,0.2686,0.05944322033898304,0.16726355932203396,8.591666666666667,30.41599999999999,"{'drop_low_support_ratio': 227, 'drop_short': 100}","{""base"": ""audio_support_filter"", ""min_segment_duration"": 0.2, ""min_support_ratio"": 0.1, ""mode"": ""mean""}",audio_support_filter__modemean__min_support_ratio0p1__min_segment_duration0p2,118,120
0.036456779661016965,0.26875000000000004,0.051830508474576285,0.18046610169491517,5.908333333333333,29.62466666666666,{'drop_low_support_sec': 649},"{""base"": ""audio_support_filter"", ""min_support_sec"": 0.5, ""mode"": ""mean""}",audio_support_filter__modemean__min_support_sec0p5,118,120
0.037737719298245626,0.2813657894736843,0.053040350877193,0.1905929824561403,5.808333333333334,28.40833333333332,"{'drop_low_support_sec': 649, 'drop_low_support_ratio': 12}","{""base"": ""audio_support_filter"", ""min_support_ratio"": 0.1, ""min_support_sec"": 0.5, ""mode"": ""mean""}",audio_support_filter__modemean__min_support_ratio0p1__min_support_sec0p5,114,120
0.03198083333333334,0.28563749999999977,0.05408166666666665,0.19956583333333353,10.883333333333333,28.303416666666674,{'fast_base': 120},"{""base"": ""fast""}",fast,120,120
0.0336,0.3317941176470587,0.05586302521008402,0.24233025210084036,8.033333333333333,27.094666666666658,{'drop_low_support_ratio': 394},"{""base"": ""audio_support_filter"", ""min_support_ratio"": 0.35, ""mode"": ""max""}",audio_support_filter__modemax__min_support_ratio0p35,119,120
0.03353865546218487,0.3318613445378151,0.05577983193277309,0.24254033613445375,7.833333333333333,27.08366666666665,"{'drop_low_support_sec': 203, 'drop_low_support_ratio': 215}","{""base"": ""audio_support_filter"", ""min_support_ratio"": 0.35, ""min_support_sec"": 0.1, ""mode"": ""max""}",audio_support_filter__modemax__min_support_ratio0p35__min_support_sec0p1,119,120
0.028609999999999997,0.3319536363636364,0.048387272727272716,0.25495545454545454,4.183333333333334,25.19133333333333,{'drop_low_support_sec': 856},"{""base"": ""audio_support_filter"", ""min_support_sec"": 1.0, ""mode"": ""mean""}",audio_support_filter__modemean__min_support_sec1p0,110,120
0.03335042016806722,0.3320042016806722,0.05552773109243695,0.24312184873949577,7.658333333333333,27.05366666666666,"{'drop_low_support_ratio': 339, 'drop_short': 100}","{""base"": ""audio_support_filter"", ""min_segment_duration"": 0.2, ""min_support_ratio"": 0.35, ""mode"": ""max""}",audio_support_filter__modemax__min_support_ratio0p35__min_segment_duration0p2,119,120
0.032983193277310925,0.33274705882352934,0.05524789915966385,0.24451764705882348,7.458333333333333,26.987499999999994,"{'drop_low_support_sec': 288, 'drop_low_support_ratio': 175}","{""base"": ""audio_support_filter"", ""min_support_ratio"": 0.35, ""min_support_sec"": 0.2, ""mode"": ""max""}",audio_support_filter__modemax__min_support_ratio0p35__min_support_sec0p2,119,120
0.03898727272727271,0.33286545454545463,0.05920727272727272,0.234669090909091,7.816666666666666,26.426333333333314,{'drop_low_support_ratio': 420},"{""base"": ""audio_support_filter"", ""min_support_ratio"": 0.2, ""mode"": ""mean""}",audio_support_filter__modemean__min_support_ratio0p2,110,120
0.03872636363636362,0.3331127272727274,0.05889727272727271,0.2354872727272728,7.458333333333333,26.386999999999986,"{'drop_low_support_ratio': 363, 'drop_short': 100}","{""base"": ""audio_support_filter"", ""min_segment_duration"": 0.2, ""min_support_ratio"": 0.2, ""mode"": ""mean""}",audio_support_filter__modemean__min_support_ratio0p2__min_segment_duration0p2,110,120
