window_id,patch_id,recording_id,window_size,segment_idx,patch_type,gate_category,action,variant,final_source,duration,support_ratio,gate_blockers,abnormal_flags,decision,reason
R8001_M8004:30:0,R8001_M8004:30:0:fast:fast_0,R8001_M8004,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,9.92,0.9987,abnormal_flags,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8001_M8004:30:0,R8001_M8004:30:0:fast:fast_1,R8001_M8004,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,6.960000000000001,0.9817,abnormal_flags,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8001_M8004:30:0,R8001_M8004:30:0:fast:fast_2,R8001_M8004,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,3.1199999999999974,1.0,abnormal_flags,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8001_M8004:30:0,R8001_M8004:30:0:fast:fast_3,R8001_M8004,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,0.7200000000000024,0.7118,abnormal_flags;low_cross_model_support,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8001_M8004:30:0,R8001_M8004:30:0:fast:fast_4,R8001_M8004,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,0.16000000000000014,1.0,abnormal_flags;short_duration,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8001_M8004:30:0,R8001_M8004:30:0:fast:fast_5,R8001_M8004,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,0.47999999999999954,1.0,abnormal_flags;short_duration,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8001_M8004:30:0,R8001_M8004:30:0:fast:fast_6,R8001_M8004,30,0,boundary_fix_or_relabel,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,1.1999999999999993,1.0,abnormal_flags,fast_speaker_count_mismatch,accept,slow_supports_fast_with_boundary_or_label_update
R8001_M8004:30:0,R8001_M8004:30:0:fast:fast_7,R8001_M8004,30,0,keep_fast_supported,rule_accept_needs_review,blocked_or_deferred,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,5.759999999999998,0.9514,abnormal_flags,fast_speaker_count_mismatch,accept,fast_segment_cross_model_supported
R8001_M8004:30:0,R8001_M8004:30:0:slow:slow_0,R8001_M8004,30,0,align_slow_segment,rule_reference_only,blocked_or_deferred,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,18.02,0.5498,slow_reference_segment,fast_speaker_count_mismatch,accept,slow_segment_aligned_for_reference
R8001_M8004:30:0,R8001_M8004:30:0:slow:slow_1,R8001_M8004,30,0,align_slow_segment,rule_reference_only,blocked_or_deferred,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,2.16,1.0,slow_reference_segment,fast_speaker_count_mismatch,accept,slow_segment_aligned_for_reference
R8001_M8004:30:0,R8001_M8004:30:0:slow:slow_2,R8001_M8004,30,0,align_slow_segment,rule_reference_only,blocked_or_deferred,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,2.3000000000000007,0.5217,slow_reference_segment,fast_speaker_count_mismatch,accept,slow_segment_aligned_for_reference
R8001_M8004:30:0,R8001_M8004:30:0:slow:slow_3,R8001_M8004,30,0,align_slow_segment,rule_reference_only,blocked_or_deferred,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,3.8200000000000003,0.8168,slow_reference_segment,fast_speaker_count_mismatch,accept,slow_segment_aligned_for_reference
R8001_M8004:30:0,R8001_M8004:30:0:slow:slow_4,R8001_M8004,30,0,align_slow_segment,rule_reference_only,blocked_or_deferred,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,0.6999999999999993,1.0,slow_reference_segment,fast_speaker_count_mismatch,accept,slow_segment_aligned_for_reference
R8001_M8004:30:0,R8001_M8004:30:0:slow:slow_5,R8001_M8004,30,0,align_slow_segment,rule_reference_only,blocked_or_deferred,slow_guarded_fast_fallback_rare_audio_rule_recover,slow,0.29999999999999716,1.0,slow_reference_segment,fast_speaker_count_mismatch,accept,slow_segment_aligned_for_reference
