recording_id,window_size,segment_idx,model_name,success,der,miss_rate,fa_rate,conf_rate,cer,latency,spk_count_pred,spk_count_gt,spk_match,error
R8003_M8001,30,0,diarizen-large-v2,True,0.1029,0.041,0.0287,0.0331,,21.214901208877563,3,3,True,
R8003_M8001,30,1,diarizen-large-v2,True,0.0272,0.0151,0.0121,0.0,,19.838295936584473,2,3,False,
R8003_M8001,30,2,diarizen-large-v2,True,0.0838,0.0461,0.0271,0.0106,,20.99949812889099,3,3,True,
R8003_M8001,30,3,diarizen-large-v2,True,0.0279,0.0036,0.0167,0.0076,,18.76429009437561,3,3,True,
R8003_M8001,30,4,diarizen-large-v2,True,0.1033,0.0246,0.0325,0.0462,,20.175299882888794,3,3,True,
R8003_M8001,30,5,diarizen-large-v2,True,0.0739,0.0295,0.0444,0.0,,23.249155044555664,4,4,True,
R8003_M8001,30,6,diarizen-large-v2,True,0.0578,0.0406,0.0169,0.0002,,22.084959983825684,3,3,True,
R8003_M8001,30,7,diarizen-large-v2,True,0.1496,0.0971,0.0246,0.0279,,24.177785873413086,3,4,False,
R8003_M8001,30,8,diarizen-large-v2,True,0.361,0.073,0.1141,0.1739,,24.728864669799805,3,4,False,
R8003_M8001,30,9,diarizen-large-v2,True,3.5949,0.006,3.3484,0.2404,,23.861580848693848,2,2,True,
R8003_M8001,30,10,diarizen-large-v2,True,0.1407,0.0584,0.0472,0.035,,21.71204400062561,3,4,False,
R8003_M8001,30,11,diarizen-large-v2,True,0.1502,0.067,0.042,0.0413,,22.8124680519104,3,4,False,
R8003_M8001,30,12,diarizen-large-v2,True,0.0683,0.0223,0.0459,0.0,,24.900646924972534,3,4,False,
R8003_M8001,30,13,diarizen-large-v2,True,0.2382,0.0407,0.0622,0.1352,,27.65325903892517,3,3,True,
R8003_M8001,30,14,diarizen-large-v2,True,0.5534,0.0431,0.5103,0.0,,24.590864181518555,3,4,False,
R8007_M8010,30,0,diarizen-large-v2,True,0.1852,0.0588,0.0441,0.0823,,23.795488119125366,3,4,False,
R8007_M8010,30,1,diarizen-large-v2,True,0.2874,0.0726,0.0404,0.1744,,22.974565744400024,3,4,False,
R8007_M8010,30,2,diarizen-large-v2,True,0.2507,0.0945,0.0345,0.1217,,23.854510068893433,3,4,False,
R8007_M8010,30,3,diarizen-large-v2,True,0.2989,0.151,0.0622,0.0857,,22.360709190368652,4,4,True,
R8007_M8010,30,4,diarizen-large-v2,True,0.2431,0.1274,0.0229,0.0927,,25.513500928878784,4,4,True,
R8007_M8010,30,5,diarizen-large-v2,True,0.2825,0.1757,0.0344,0.0724,,25.942110061645508,3,4,False,
R8007_M8010,30,6,diarizen-large-v2,True,0.1525,0.0579,0.0525,0.0421,,24.63403630256653,4,4,True,
R8007_M8010,30,7,diarizen-large-v2,True,0.2928,0.1453,0.0194,0.1281,,23.81011986732483,3,4,False,
R8007_M8010,30,8,diarizen-large-v2,True,0.1964,0.0896,0.0602,0.0465,,21.817989826202393,4,4,True,
R8007_M8010,30,9,diarizen-large-v2,True,0.2386,0.1191,0.0129,0.1066,,24.807512044906616,3,4,False,
R8007_M8010,30,10,diarizen-large-v2,True,0.271,0.102,0.0224,0.1466,,25.273332357406616,3,4,False,
R8007_M8010,30,11,diarizen-large-v2,True,0.1468,0.0432,0.0478,0.0558,,24.97649621963501,3,4,False,
R8007_M8010,30,12,diarizen-large-v2,True,0.1915,0.0973,0.0247,0.0695,,24.63056778907776,4,4,True,
R8007_M8010,30,13,diarizen-large-v2,True,0.2509,0.1251,0.0623,0.0635,,22.25053381919861,4,4,True,
R8007_M8010,30,14,diarizen-large-v2,True,0.369,0.0814,0.0484,0.2392,,22.205366849899292,3,4,False,
R8007_M8011,30,0,diarizen-large-v2,True,0.0324,0.0144,0.018,0.0,,22.367228269577026,1,1,True,
R8007_M8011,30,1,diarizen-large-v2,True,0.0897,0.0129,0.0379,0.039,,23.09603500366211,4,4,True,
R8007_M8011,30,2,diarizen-large-v2,True,0.133,0.0668,0.0248,0.0413,,23.28421711921692,4,4,True,
R8007_M8011,30,3,diarizen-large-v2,True,0.1798,0.0171,0.0353,0.1274,,21.97822594642639,3,4,False,
R8007_M8011,30,4,diarizen-large-v2,True,0.2536,0.0505,0.0364,0.1667,,21.451366901397705,3,4,False,
R8007_M8011,30,5,diarizen-large-v2,True,0.0215,0.0098,0.0117,0.0,,22.979270935058594,3,3,True,
R8007_M8011,30,6,diarizen-large-v2,True,0.1598,0.0187,0.0487,0.0924,,23.382264137268066,3,4,False,
R8007_M8011,30,7,diarizen-large-v2,True,0.198,0.0272,0.0271,0.1437,,23.031550884246826,3,4,False,
R8007_M8011,30,8,diarizen-large-v2,True,0.4266,0.035,0.0792,0.3124,,24.305524110794067,2,4,False,
R8007_M8011,30,9,diarizen-large-v2,True,0.1406,0.0216,0.0363,0.0827,,22.818297863006592,3,4,False,
R8007_M8011,30,10,diarizen-large-v2,True,0.2697,0.0335,0.0401,0.1961,,25.3052499294281,3,4,False,
R8007_M8011,30,11,diarizen-large-v2,True,0.1851,0.02,0.0281,0.137,,29.985104084014893,3,4,False,
R8007_M8011,30,12,diarizen-large-v2,True,0.1351,0.0296,0.0394,0.0661,,24.958624124526978,3,4,False,
R8007_M8011,30,13,diarizen-large-v2,True,0.1715,0.0202,0.0441,0.1071,,25.3293399810791,3,4,False,
R8007_M8011,30,14,diarizen-large-v2,True,0.074,0.0044,0.019,0.0506,,24.41894292831421,3,3,True,
R8001_M8004,30,0,diarizen-large-v2,True,0.0891,0.0521,0.037,0.0,,24.454234838485718,3,3,True,
R8001_M8004,30,1,diarizen-large-v2,True,0.2578,0.0558,0.0158,0.1863,,24.506444215774536,3,4,False,
R8001_M8004,30,2,diarizen-large-v2,True,0.0935,0.0615,0.0306,0.0015,,23.092538118362427,4,3,False,
R8001_M8004,30,3,diarizen-large-v2,True,0.0417,0.0114,0.0226,0.0077,,22.514259099960327,3,2,False,
R8001_M8004,30,4,diarizen-large-v2,True,0.3244,0.0752,0.03,0.2192,,22.382750988006592,3,4,False,
R8001_M8004,30,5,diarizen-large-v2,True,0.2321,0.1399,0.0415,0.0506,,24.02812170982361,4,4,True,
R8001_M8004,30,6,diarizen-large-v2,True,0.3184,0.1473,0.0604,0.1107,,22.77055072784424,4,4,True,
R8001_M8004,30,7,diarizen-large-v2,True,0.0732,0.0572,0.0095,0.0064,,24.63600206375122,3,4,False,
R8001_M8004,30,8,diarizen-large-v2,True,0.2471,0.1474,0.0101,0.0896,,22.39749002456665,3,4,False,
R8001_M8004,30,9,diarizen-large-v2,True,0.122,0.0971,0.0145,0.0104,,23.005980968475342,4,4,True,
R8001_M8004,30,10,diarizen-large-v2,True,0.1242,0.0873,0.0234,0.0135,,27.43686604499817,4,4,True,
R8001_M8004,30,11,diarizen-large-v2,True,0.1746,0.0333,0.0282,0.1131,,24.275110006332397,3,4,False,
R8001_M8004,30,12,diarizen-large-v2,True,0.3042,0.0647,0.018,0.2215,,24.675140857696533,4,4,True,
